"AUD.Open" "AUD.High" "AUD.Low" "AUD.Close" "AUD.Volume" "AUD.Adjusted"
"2013-08-26" 29.05 29.05 29.05 29.05 0 29.05
"2013-08-27" 28.33 28.33 28.33 28.33 0 28.33
"2013-08-28" 27.62 27.62 27.62 27.62 0 27.62
"2013-08-29" 27.66 27.66 27.66 27.66 0 27.66
"2013-08-30" 28 28 28 28 0 28
"2013-09-02" 27.98 27.98 27.98 27.98 0 27.98
"2013-09-03" 28.19 28.19 28.19 28.19 0 28.19
"2013-09-04" 28.2 28.2 28.2 28.2 0 28.2
"2013-09-05" 28.13 28.13 28.13 28.13 0 28.13
"2013-09-06" 28.11 28.11 28.11 28.11 0 28.11
"2013-09-09" 28.09 28.09 28.09 28.09 0 28.09
"2013-09-10" 28.37 28.37 28.37 28.37 0 28.37
"2013-09-11" 28.66 28.66 28.66 28.66 0 28.66
"2013-09-12" 28.69 28.69 28.69 28.69 0 28.69
"2013-09-13" 28.45 28.45 28.45 28.45 0 28.45
"2013-09-16" 28.86 28.86 28.86 28.86 0 28.86
"2013-09-17" 29.15 29.15 29.15 29.15 0 29.15
"2013-09-18" 29.35 29.35 29.35 29.35 0 29.35
"2013-09-19" 29.98 29.98 29.98 29.98 0 29.98
"2013-09-20" 30.14 30.14 30.14 30.14 0 30.14
"2013-09-23" 30.27 30.27 30.27 30.27 0 30.27
"2013-09-24" 30.1 30.1 30.1 30.1 0 30.1
"2013-09-25" 30.2 30.2 30.2 30.2 0 30.2
"2013-09-26" 30.1 30.1 30.1 30.1 0 30.1
"2013-09-27" 31 31 31 31 0 31
"2013-09-30" 30.73 30.73 30.73 30.73 0 30.73
"2013-10-01" 30.4 30.4 30.4 30.4 0 30.4
"2013-10-02" 29.82 29.82 29.82 29.82 0 29.82
"2013-10-03" 31.16 31.16 31.16 31.16 0 31.16
"2013-10-04" 30.84 30.84 30.84 30.84 0 30.84
"2013-10-07" 31.07 31.07 31.07 31.07 0 31.07
"2013-10-08" 30.7 30.7 30.7 30.7 0 30.7
"2013-10-09" 29.82 29.82 29.82 29.82 0 29.82
"2013-10-10" 29.67 29.67 29.67 29.67 0 29.67
"2013-10-11" 29.94 29.94 29.94 29.94 0 29.94
"2013-10-14" 29.98 29.98 29.98 29.98 0 29.98
"2013-10-15" 30.14 30.14 30.14 30.14 0 30.14
"2013-10-16" 30.35 30.35 30.35 30.35 0 30.35
"2013-10-17" 29.96 29.96 29.96 29.96 0 29.96
"2013-10-18" 29.55 29.55 29.55 29.55 0 29.55
"2013-10-21" 29.44 29.44 29.44 29.44 0 29.44
"2013-10-22" 29.17 29.17 29.17 29.17 0 29.17
"2013-10-23" 28.8 28.8 28.8 28.8 0 28.8
"2013-10-24" 28.67 28.67 28.67 28.67 0 28.67
"2013-10-25" 28.91 28.91 28.91 28.91 0 28.91
"2013-10-28" 28.89 28.89 28.89 28.89 0 28.89
"2013-10-29" 28.69 28.69 28.69 28.69 0 28.69
"2013-10-30" 29.3 29.3 29.3 29.3 0 29.3
"2013-10-31" 29.05 29.05 29.05 29.05 0 29.05
"2013-11-01" 29.39 29.41 29.39 29.41 800 29.41
"2013-11-04" 31.07 31.07 31.07 31.07 0 31.07
"2013-11-05" 30.89 30.89 30.89 30.89 0 30.89
"2013-11-06" 30.94 30.94 30.94 30.94 0 30.94
"2013-11-07" 30.96 30.96 30.96 30.96 0 30.96
"2013-11-08" 31.1 31.1 31.1 31.1 0 31.1
"2013-11-11" 31.89 31.89 31.89 31.89 0 31.89
"2013-11-12" 32.4 32.4 32.4 32.4 0 32.4
"2013-11-13" 32.31 32.31 32.31 32.31 0 32.31
"2013-11-14" 32.33 32.33 32.33 32.33 0 32.33
"2013-11-15" 32.72 32.72 32.72 32.72 0 32.72
"2013-11-18" 32.58 32.58 32.58 32.58 0 32.58
"2013-11-19" 32.16 32.16 32.16 32.16 0 32.16
"2013-11-20" 31.15 31.15 31.15 31.15 0 31.15
"2013-11-21" 31.41 31.41 31.41 31.41 0 31.41
"2013-11-22" 33.28 33.28 33.28 33.28 0 33.28
"2013-11-25" 33.89 33.89 33.89 33.89 0 33.89
"2013-11-26" 33.52 33.52 33.52 33.52 0 33.52
"2013-11-27" 33.31 33.31 33.31 33.31 0 33.31
"2013-11-28" 33.43 33.43 33.43 33.43 0 33.43
"2013-11-29" 33.36 33.36 33.36 33.36 0 33.36
"2013-12-02" 33.25 33.25 33.25 33.25 0 33.25
"2013-12-03" 33.43 33.43 33.43 33.43 0 33.43
"2013-12-04" 33.79 33.79 33.79 33.79 0 33.79
"2013-12-05" 33.88 33.88 33.88 33.88 0 33.88
"2013-12-06" 33.64 33.64 33.64 33.64 0 33.64
"2013-12-09" 33.84 33.84 33.84 33.84 0 33.84
"2013-12-10" 33.98 33.98 33.98 33.98 0 33.98
"2013-12-11" 33.89 33.89 33.89 33.89 0 33.89
"2013-12-12" 33.055 33.055 33.055 33.055 0 33.055
"2013-12-13" 33.075 33.075 33.075 33.075 0 33.075
"2013-12-16" 34.495 34.495 34.495 34.495 0 34.495
"2013-12-17" 34.225 34.225 34.225 34.225 0 34.225
"2013-12-18" 34.49 34.49 34.49 34.49 0 34.49
"2013-12-19" 35.105 35.105 35.105 35.105 0 35.105
"2013-12-20" 35.2 35.2 35.2 35.2 0 35.2
"2013-12-23" 35.985 35.985 35.985 35.985 0 35.985
"2013-12-24" 35.985 35.985 35.985 35.985 0 35.985
"2013-12-25" 35.985 35.985 35.985 35.985 0 35.985
"2013-12-26" 35.985 35.985 35.985 35.985 0 35.985
"2013-12-27" 35.85 35.85 35.85 35.85 0 35.85
"2013-12-30" 35.93 35.93 35.93 35.93 0 35.93
"2013-12-31" 35.93 35.93 35.93 35.93 0 35.93
"2014-01-01" 35.93 35.93 35.93 35.93 0 35.93
"2014-01-02" 36.68 36.68 36.68 36.68 0 36.68
"2014-01-03" 35.925 35.925 35.925 35.925 0 35.925
"2014-01-06" 35.9 35.9 35.9 35.9 0 35.9
"2014-01-07" 35.625 35.625 35.625 35.625 0 35.625
"2014-01-08" 36.415 36.415 36.415 36.415 0 36.415
"2014-01-09" 37.245 37.245 37.245 37.245 0 37.245
"2014-01-10" 37.675 37.675 37.675 37.675 0 37.675
"2014-01-13" 38.605 38.605 38.605 38.605 0 38.605
"2014-01-14" 37.67 37.67 37.67 37.67 0 37.67
"2014-01-15" 38.615 38.615 38.615 38.615 0 38.615
"2014-01-16" 39.01 39.01 39.01 39.01 0 39.01
"2014-01-17" 39.3 39.3 39.3 39.3 0 39.3
"2014-01-20" 39.215 39.215 39.215 39.215 0 39.215
"2014-01-21" 39.345 39.345 39.345 39.345 0 39.345
"2014-01-22" 39.265 39.265 39.265 39.265 0 39.265
"2014-01-23" 38.55 38.55 38.55 38.55 0 38.55
"2014-01-24" 37.795 37.795 37.795 37.795 0 37.795
"2014-01-27" 36.9 36.9 36.9 36.9 0 36.9
"2014-01-28" 37.02 37.02 37.02 37.02 0 37.02
"2014-01-29" 37.61 37.61 37.61 37.61 0 37.61
"2014-01-30" 36.395 36.395 36.395 36.395 0 36.395
"2014-01-31" 37.925 37.925 37.925 37.925 0 37.925
"2014-02-03" 37.865 37.865 37.865 37.865 0 37.865
"2014-02-04" 36.37 36.37 36.37 36.37 0 36.37
"2014-02-05" 36.9 36.9 36.9 36.9 0 36.9
"2014-02-06" 36.94 36.94 36.94 36.94 0 36.94
"2014-02-07" 37.555 37.555 37.555 37.555 0 37.555
"2014-02-10" 37.995 37.995 37.995 37.995 0 37.995
"2014-02-11" 38.29 38.29 38.29 38.29 0 38.29
"2014-02-12" 38.755 38.755 38.755 38.755 0 38.755
"2014-02-13" 39.18 39.18 39.18 39.18 0 39.18
"2014-02-14" 39.38 39.38 39.38 39.38 0 39.38
"2014-02-17" 39.47 39.47 39.47 39.47 0 39.47
"2014-02-18" 39.515 39.515 39.515 39.515 0 39.515
"2014-02-19" 39.52 39.52 39.52 39.52 0 39.52
"2014-02-20" 39.435 39.435 39.435 39.435 0 39.435
"2014-02-21" 40.07 40.07 40.07 40.07 0 40.07
"2014-02-24" 40.225 40.225 40.225 40.225 0 40.225
"2014-02-25" 39.545 39.545 39.545 39.545 0 39.545
"2014-02-26" 39.805 39.805 39.805 39.805 0 39.805
"2014-02-27" 41.465 41.465 41.465 41.465 0 41.465
"2014-02-28" 39.43 39.43 39.43 39.43 0 39.43
"2014-03-03" 37.635 37.635 37.635 37.635 0 37.635
"2014-03-04" 37.745 37.745 37.745 37.745 0 37.745
"2014-03-05" 38.83 38.83 38.83 38.83 0 38.83
"2014-03-06" 38.88 38.88 38.88 38.88 0 38.88
"2014-03-07" 38.74 38.74 38.74 38.74 0 38.74
"2014-03-10" 38.33 38.33 38.33 38.33 0 38.33
"2014-03-11" 37.855 37.855 37.855 37.855 0 37.855
"2014-03-12" 37.965 37.965 37.965 37.965 0 37.965
"2014-03-13" 37.51 37.51 37.51 37.51 0 37.51
"2014-03-14" 36.33 36.33 36.33 36.33 0 36.33
"2014-03-17" 36.275 36.275 36.275 36.275 0 36.275
"2014-03-18" 36.71 36.71 36.71 36.71 0 36.71
"2014-03-19" 37.58 37.58 37.58 37.58 0 37.58
"2014-03-20" 36.71 36.71 36.71 36.71 0 36.71
"2014-03-21" 37.4 37.4 37.4 37.4 0 37.4
"2014-03-24" 36.28 36.28 36.28 36.28 0 36.28
"2014-03-25" 35.87 35.87 35.87 35.87 0 35.87
"2014-03-26" 36.005 36.005 36.005 36.005 0 36.005
"2014-03-27" 35.3 35.3 35.3 35.3 0 35.3
"2014-03-28" 35.105 35.105 35.105 35.105 0 35.105
"2014-03-31" 35.165 35.165 35.165 35.165 0 35.165
"2014-04-01" 35.65 35.65 35.65 35.65 0 35.65
"2014-04-02" 36.22 36.22 36.22 36.22 0 36.22
"2014-04-03" 35.935 35.935 35.935 35.935 0 35.935
"2014-04-04" 35.205 35.205 35.205 35.205 0 35.205
"2014-04-07" 34.335 34.335 34.335 34.335 0 34.335
"2014-04-08" 33.865 33.865 33.865 33.865 0 33.865
"2014-04-09" 34.08 34.08 34.08 34.08 0 34.08
"2014-04-10" 34.95 34.95 34.95 34.95 0 34.95
"2014-04-11" 33.045 33.045 33.045 33.045 0 33.045
"2014-04-14" 32.495 32.495 32.495 32.495 0 32.495
"2014-04-15" 33.11 33.11 33.11 33.11 0 33.11
"2014-04-16" 33.935 33.935 33.935 33.935 0 33.935
"2014-04-17" 34.19 34.19 34.19 34.19 0 34.19
"2014-04-18" 34.19 34.19 34.19 34.19 0 34.19
"2014-04-21" 34.19 34.19 34.19 34.19 0 34.19
"2014-04-22" 35.06 35.06 35.06 35.06 0 35.06
"2014-04-23" 35.385 35.385 35.385 35.385 0 35.385
"2014-04-24" 34.955 34.955 34.955 34.955 0 34.955
"2014-04-25" 34.395 34.395 34.395 34.395 0 34.395
"2014-04-28" 33.95 33.95 33.95 33.95 0 33.95
"2014-04-29" 33.62 33.62 33.62 33.62 0 33.62
"2014-04-30" 34.235 34.235 34.235 34.235 0 34.235
"2014-05-01" 34.235 34.235 34.235 34.235 0 34.235
"2014-05-02" 34.87 34.87 34.87 34.87 0 34.87
"2014-05-05" 34.345 34.345 34.345 34.345 0 34.345
"2014-05-06" 34.24 34.24 34.24 34.24 0 34.24
"2014-05-07" 33.63 33.63 33.63 33.63 0 33.63
"2014-05-08" 33.49 33.49 33.49 33.49 0 33.49
"2014-05-09" 33.725 33.725 33.725 33.725 0 33.725
"2014-05-12" 34.05 34.05 34.05 34.05 0 34.05
"2014-05-13" 35.3 35.3 35.3 35.3 0 35.3
"2014-05-14" 35.38 35.38 35.38 35.38 0 35.38
"2014-05-15" 34.89 34.89 34.89 34.89 0 34.89
"2014-05-16" 36.465 36.465 36.465 36.465 0 36.465
"2014-05-19" 37.53 37.53 37.53 37.53 0 37.53
"2014-05-20" 37.475 37.475 37.475 37.475 0 37.475
"2014-05-21" 37.23 37.23 37.23 37.23 0 37.23
"2014-05-22" 37.295 37.295 37.295 37.295 0 37.295
"2014-05-23" 37.66 37.66 37.66 37.66 0 37.66
"2014-05-26" 38.125 38.125 38.125 38.125 0 38.125
"2014-05-27" 38.46 38.46 38.46 38.46 0 38.46
"2014-05-28" 38.535 38.535 38.535 38.535 0 38.535
"2014-05-29" 38.005 38.005 38.005 38.005 0 38.005
"2014-05-30" 38.55 38.55 38.55 38.55 0 38.55
"2014-06-02" 38.38 38.38 38.38 38.38 0 38.38
"2014-06-03" 38.475 38.475 38.475 38.475 0 38.475
"2014-06-04" 38.905 38.905 38.905 38.905 0 38.905
"2014-06-05" 38.875 38.875 38.875 38.875 0 38.875
"2014-06-06" 39.325 39.325 39.325 39.325 0 39.325
"2014-06-09" 40.07 40.07 40.07 40.07 0 40.07
"2014-06-10" 39.92 39.92 39.92 39.92 0 39.92
"2014-06-11" 39.795 39.795 39.795 39.795 0 39.795
"2014-06-12" 39.905 39.905 39.905 39.905 0 39.905
"2014-06-13" 39.72 39.72 39.72 39.72 0 39.72
"2014-06-16" 39.85 39.85 39.85 39.85 0 39.85
"2014-06-17" 40.225 40.225 40.225 40.225 0 40.225
"2014-06-18" 40.265 40.265 40.265 40.265 0 40.265
"2014-06-19" 41.85 41.85 41.85 41.85 0 41.85
"2014-06-20" 41.215 41.215 41.215 41.215 0 41.215
"2014-06-23" 41.335 41.335 41.335 41.335 0 41.335
"2014-06-24" 41.18 41.18 41.18 41.18 0 41.18
"2014-06-25" 40.97 40.97 40.97 40.97 0 40.97
"2014-06-26" 40.685 40.685 40.685 40.685 0 40.685
"2014-06-27" 41.1 41.1 41.1 41.1 0 41.1
"2014-06-30" 41.23 41.23 41.23 41.23 0 41.23
"2014-07-01" 41.175 41.175 41.175 41.175 0 41.175
"2014-07-02" 41.705 41.705 41.705 41.705 0 41.705
"2014-07-03" 41.52 41.52 41.52 41.52 0 41.52
"2014-07-04" 41.69 41.69 41.69 41.69 0 41.69
"2014-07-07" 41.735 41.735 41.735 41.735 0 41.735
"2014-07-08" 40.995 40.995 40.995 40.995 0 40.995
"2014-07-09" 40.785 40.785 40.785 40.785 0 40.785
"2014-07-10" 40.95 40.95 40.95 40.95 0 40.95
"2014-07-11" 40.675 40.675 40.675 40.675 0 40.675
"2014-07-14" 40.88 40.88 40.88 40.88 0 40.88
"2014-07-15" 41.07 41.07 41.07 41.07 0 41.07
"2014-07-16" 40.815 40.815 40.815 40.815 0 40.815
"2014-07-17" 40.69 40.69 40.69 40.69 0 40.69
"2014-07-18" 40.86 40.86 40.86 40.86 0 40.86
"2014-07-21" 42.255 42.255 42.255 42.255 0 42.255
"2014-07-22" 41.55 41.55 41.55 41.55 0 41.55
"2014-07-23" 41.78 41.78 41.78 41.78 0 41.78
"2014-07-24" 41.455 41.455 41.455 41.455 0 41.455
"2014-07-25" 41.44 41.44 41.44 41.44 0 41.44
"2014-07-28" 41.02 41.02 41.02 41.02 0 41.02
"2014-07-29" 40.98 40.98 40.98 40.98 0 40.98
"2014-07-30" 41.37 41.37 41.37 41.37 0 41.37
"2014-07-31" 41.34 41.34 41.34 41.34 0 41.34
"2014-08-01" 39.905 39.905 39.905 39.905 0 39.905
"2014-08-04" 39.87 39.87 39.87 39.87 0 39.87
"2014-08-05" 40.15 40.15 40.15 40.15 0 40.15
"2014-08-06" 40.5 40.5 40.5 40.5 0 40.5
"2014-08-07" 40.595 40.595 40.595 40.595 0 40.595
"2014-08-08" 39.725 39.725 39.725 39.725 0 39.725
"2014-08-11" 40.28 40.28 40.28 40.28 0 40.28
"2014-08-12" 40.64 40.64 40.64 40.64 0 40.64
"2014-08-13" 40.91 40.91 40.91 40.91 0 40.91
"2014-08-14" 41.67 41.67 41.67 41.67 0 41.67
"2014-08-15" 44.43 44.43 44.43 44.43 0 44.43
"2014-08-18" 39.48 39.48 39.48 39.48 0 39.48
"2014-08-19" 40.27 40.27 40.27 40.27 0 40.27
"2014-08-20" 40.28 40.28 40.28 40.28 0 40.28
"2014-08-21" 40.35 40.35 40.35 40.35 0 40.35
"2014-08-22" 40.39 40.39 40.39 40.39 0 40.39
"2014-08-25" 40.72 40.72 40.72 40.72 0 40.72
"2014-08-26" 40.4 40.4 40.4 40.4 0 40.4
"2014-08-27" 41.1 41.1 41.1 41.1 0 41.1
"2014-08-28" 40.6 40.6 40.6 40.6 0 40.6
"2014-08-29" 40.97 40.97 40.97 40.97 0 40.97
"2014-09-01" 40.76 40.76 40.76 40.76 0 40.76
"2014-09-02" 40.85 40.85 40.85 40.85 0 40.85
"2014-09-03" 40.69 40.69 40.69 40.69 0 40.69
"2014-09-04" 41.26 41.26 41.26 41.26 0 41.26
"2014-09-05" 41.705 41.705 41.705 41.705 0 41.705
"2014-09-08" 41.73 41.73 41.73 41.73 0 41.73
"2014-09-09" 42.01 42.01 42.01 42.01 0 42.01
"2014-09-10" 41.32 41.32 41.32 41.32 0 41.32
"2014-09-11" 41.185 41.185 41.185 41.185 0 41.185
"2014-09-12" 41.815 41.815 41.815 41.815 0 41.815
"2014-09-15" 41.045 41.045 41.045 41.045 0 41.045
"2014-09-16" 41.435 41.435 41.435 41.435 0 41.435
"2014-09-17" 42.15 42.15 42.15 42.15 0 42.15
"2014-09-18" 42.59 42.59 42.59 42.59 0 42.59
"2014-09-19" 43.355 43.355 43.355 43.355 0 43.355
"2014-09-22" 42.805 42.805 42.805 42.805 0 42.805
"2014-09-23" 42.645 42.645 42.645 42.645 0 42.645
"2014-09-24" 42.81 42.81 42.81 42.81 0 42.81
"2014-09-25" 43.45 43.45 43.45 43.45 0 43.45
"2014-09-26" 42.715 42.715 42.715 42.715 0 42.715
"2014-09-29" 42.515 42.515 42.515 42.515 0 42.515
"2014-09-30" 43.31 43.31 43.31 43.31 0 43.31
"2014-10-01" 43.515 43.515 43.515 43.515 0 43.515
"2014-10-02" 44.01 44.01 44.01 44.01 0 44.01
"2014-10-03" 45.76 45.76 45.76 45.76 0 45.76
"2014-10-06" 46.605 46.605 46.605 46.605 0 46.605
"2014-10-07" 45.94 45.94 45.94 45.94 0 45.94
"2014-10-08" 44.81 44.81 44.81 44.81 0 44.81
"2014-10-09" 44.71 44.71 44.71 44.71 0 44.71
"2014-10-10" 43.83 43.83 43.83 43.83 0 43.83
"2014-10-13" 42 42 42 42 0 42
"2014-10-14" 41.025 41.025 41.025 41.025 0 41.025
"2014-10-15" 39.575 39.575 39.575 39.575 0 39.575
"2014-10-16" 39.3 39.3 39.3 39.3 0 39.3
"2014-10-17" 39.01 39.01 39.01 39.01 0 39.01
"2014-10-20" 40.045 40.045 40.045 40.045 0 40.045
"2014-10-21" 40.07 40.825 40.07 40.825 0 40.825
"2014-10-22" 41.34 41.34 41.34 41.34 0 41.34
"2014-10-23" 41.295 41.295 41.295 41.295 0 41.295
"2014-10-24" 41.995 41.995 41.995 41.995 0 41.995
"2014-10-27" 42.98 42.98 42.98 42.98 0 42.98
"2014-10-28" 43.165 43.165 43.165 43.165 0 43.165
"2014-10-29" 43.88 43.88 43.88 43.88 0 43.88
"2014-10-30" 44.37 44.37 44.37 44.37 0 44.37
"2014-10-31" 46.33 46.33 46.33 46.33 0 46.33
"2014-11-03" 45.855 45.855 45.855 45.855 0 45.855
"2014-11-04" 45.995 45.995 45.995 45.995 0 45.995
"2014-11-05" 46.66 46.66 46.66 46.66 0 46.66
"2014-11-06" 46.36 46.36 46.36 46.36 0 46.36
"2014-11-07" 47.835 47.835 47.835 47.835 0 47.835
"2014-11-10" 47.605 47.605 47.605 47.605 0 47.605
"2014-11-11" 47.745 47.745 47.745 47.745 0 47.745
"2014-11-12" 47.085 47.085 47.085 47.085 0 47.085
"2014-11-13" 47.505 47.505 47.505 47.505 0 47.505
"2014-11-14" 47.73 47.73 47.73 47.73 0 47.73
"2014-11-17" 47.225 47.225 47.225 47.225 0 47.225
"2014-11-18" 47.23 47.23 47.23 47.23 0 47.23
"2014-11-19" 47.145 47.145 47.145 47.145 0 47.145
"2014-11-20" 47 47 47 47 0 47
"2014-11-21" 47.8 47.8 47.8 47.8 0 47.8
"2014-11-24" 49.98 49.98 49.98 49.98 0 49.98
"2014-11-25" 49.145 49.145 49.145 49.145 0 49.145
"2014-11-26" 48.945 48.945 48.945 48.945 0 48.945
"2014-11-27" 48.915 48.915 48.915 48.915 0 48.915
"2014-11-28" 49.175 49.175 49.175 49.175 0 49.175
"2014-12-01" 49.685 49.685 49.685 49.685 0 49.685
"2014-12-02" 48.68 48.68 48.68 48.68 0 48.68
"2014-12-03" 48.98 48.98 48.98 48.98 0 48.98
"2014-12-04" 49.88 49.88 49.88 49.88 0 49.88
"2014-12-05" 49.305 49.305 49.305 49.305 0 49.305
"2014-12-08" 49.42 49.42 49.42 49.42 0 49.42
"2014-12-09" 48.42 48.42 48 48 0 48
"2014-12-10" 48.52 48.52 48.52 48.52 0 48.52
"2014-12-11" 47.33 47.33 47.33 47.33 0 47.33
"2014-12-12" 47.17 47.17 47.17 47.17 0 47.17
"2014-12-15" 47.485 47.485 47.485 47.485 0 47.485
"2014-12-16" 46.785 46.785 46.785 46.785 0 46.785
"2014-12-17" 45.525 45.525 45.525 45.525 0 45.525
"2014-12-18" 46.085 46.085 46.085 46.085 0 46.085
"2014-12-19" 48.575 48.575 48.575 48.575 0 48.575
"2014-12-22" 48.875 48.875 48.875 48.875 0 48.875
"2014-12-23" 49.13 49.13 49.13 49.13 0 49.13
"2014-12-24" 49.13 49.13 49.13 49.13 0 49.13
"2014-12-25" 49.13 49.13 49.13 49.13 0 49.13
"2014-12-26" 49.13 49.13 49.13 49.13 0 49.13
"2014-12-29" 50.08 50.08 50.08 50.08 0 50.08
"2014-12-30" 49.855 49.855 49.855 49.855 0 49.855
"2014-12-31" 49.855 49.855 49.855 49.855 0 49.855
"2015-01-01" 49.855 49.855 49.855 49.855 0 49.855
"2015-01-02" 49.91 49.91 49.91 49.91 0 49.91
"2015-01-05" 49.6 49.6 49.6 49.6 0 49.6
"2015-01-06" 48.8 48.8 48.8 48.8 0 48.8
"2015-01-07" 48.585 48.585 48.585 48.585 0 48.585
"2015-01-08" 48.955 48.955 48.955 48.955 0 48.955
"2015-01-09" 49.595 49.595 49.595 49.595 0 49.595
"2015-01-12" 49.005 49.005 49.005 49.005 0 49.005
"2015-01-13" 48.335 48.335 48.335 48.335 0 48.335
"2015-01-14" 47.875 47.875 47.875 47.875 0 47.875
"2015-01-15" 48.355 48.355 48.355 48.355 0 48.355
"2015-01-16" 47.555 47.67 47.555 47.67 200 47.67
"2015-01-19" 48.97 48.97 48.97 48.97 0 48.97
"2015-01-20" 49.26 49.26 49.26 49.26 0 49.26
"2015-01-21" 49.17 49.17 49.17 49.17 0 49.17
"2015-01-22" 49.66 49.66 49.66 49.66 0 49.66
"2015-01-23" 51.21 51.21 51.21 51.21 0 51.21
"2015-01-26" 51.46 51.73 51.46 51.73 0 51.73
"2015-01-27" 51.6 51.6 51.6 51.6 0 51.6
"2015-01-28" 49.765 49.765 49.765 49.765 0 49.765
"2015-01-29" 48.315 48.785 48.315 48.785 0 48.785
"2015-01-30" 48.57 48.57 48.57 48.57 0 48.57
"2015-02-02" 47.76 47.76 47.76 47.76 0 47.76
"2015-02-03" 47.39 47.39 47.39 47.39 0 47.39
"2015-02-04" 47.705 47.705 47.705 47.705 0 47.705
"2015-02-05" 49.435 49.435 49.435 49.435 0 49.435
"2015-02-06" 48.895 48.895 48.895 48.895 0 48.895
"2015-02-09" 49.93 49.93 49.93 49.93 0 49.93
"2015-02-10" 50.57 50.57 50.57 50.57 0 50.57
"2015-02-11" 51.41 51.41 51.41 51.41 0 51.41
"2015-02-12" 51.38 51.38 51.38 51.38 0 51.38
"2015-02-13" 51.58 51.58 51.58 51.58 0 51.58
"2015-02-16" 53.17 53.17 53.17 53.17 0 53.17
"2015-02-17" 53.2 53.2 53.2 53.2 0 53.2
"2015-02-18" 53.55 53.55 53.55 53.55 0 53.55
"2015-02-19" 53.31 53.31 53.31 53.31 0 53.31
"2015-02-20" 53.95 53.95 53.95 53.95 0 53.95
"2015-02-23" 54.58 54.58 54.58 54.58 0 54.58
"2015-02-24" 54.56 54.56 54.56 54.56 0 54.56
"2015-02-25" 54.46 54.46 54.46 54.46 0 54.46
"2015-02-26" 54.5 54.5 54.5 54.5 0 54.5
"2015-02-27" 55.51 55.51 55.51 55.51 0 55.51
"2015-03-02" 57.6 57.6 57.6 57.6 0 57.6
"2015-03-03" 56.84 56.84 56.84 56.84 0 56.84
"2015-03-04" 55.42 55.42 55.42 55.42 0 55.42
"2015-03-05" 56.63 56.63 56.63 56.63 0 56.63
"2015-03-06" 56.97 56.97 56.97 56.97 0 56.97
"2015-03-09" 56.65 56.65 56.65 56.65 0 56.65
"2015-03-10" 56.86 56.86 56.86 56.86 0 56.86
"2015-03-11" 55.88 55.88 55.88 55.88 0 55.88
"2015-03-12" 56.43 56.43 56.43 56.43 0 56.43
"2015-03-13" 56.79 56.79 56.79 56.79 0 56.79
"2015-03-16" 57.53 57.53 57.53 57.53 0 57.53
"2015-03-17" 57.85 57.85 57.85 57.85 0 57.85
"2015-03-18" 57.9 57.9 57.9 57.9 0 57.9
"2015-03-19" 57.2 57.2 57.2 57.2 0 57.2
"2015-03-20" 57.18 57.18 57.18 57.18 0 57.18
"2015-03-23" 56.38 56.38 56.38 56.38 0 56.38
"2015-03-24" 55.74 55.74 55.74 55.74 0 55.74
"2015-03-25" 55.73 55.73 55.73 55.73 0 55.73
"2015-03-26" 53.63 53.63 53.63 53.63 0 53.63
"2015-03-27" 53.94 53.94 53.94 53.94 0 53.94
"2015-03-30" 54.01 54.01 54.01 54.01 0 54.01
"2015-03-31" 54.65 54.65 54.65 54.65 0 54.65
"2015-04-01" 53.94 53.94 53.94 53.94 0 53.94
"2015-04-02" 54.19 54.19 54.19 54.19 0 54.19
"2015-04-03" 54.19 54.19 54.19 54.19 0 54.19
"2015-04-06" 54.19 54.19 54.19 54.19 0 54.19
"2015-04-07" 54.53 54.53 54.53 54.53 0 54.53
"2015-04-08" 55.92 55.92 55.92 55.92 0 55.92
"2015-04-09" 57.36 57.36 57.36 57.36 0 57.36
"2015-04-10" 58.74 58.74 58.74 58.74 0 58.74
"2015-04-13" 59.02 59.02 59.02 59.02 0 59.02
"2015-04-14" 58.52 58.52 58.52 58.52 0 58.52
"2015-04-15" 58.09 58.09 58.09 58.09 0 58.09
"2015-04-16" 57.49 57.49 57.49 57.49 0 57.49
"2015-04-17" 57.06 57.06 57.06 57.06 0 57.06
"2015-04-20" 56.01 56.01 56.01 56.01 0 56.01
"2015-04-21" 57.09 57.09 57.09 57.09 0 57.09
"2015-04-22" 57.32 57.32 57.32 57.32 0 57.32
"2015-04-23" 57.86 57.86 57.86 57.86 0 57.86
"2015-04-24" 57.84 57.84 57.84 57.84 0 57.84
"2015-04-27" 57.51 57.51 57.51 57.51 0 57.51
"2015-04-28" 55.44 55.44 55.44 55.44 0 55.44
"2015-04-29" 55.03 55.03 55.03 55.03 0 55.03
"2015-04-30" 53.56 53.56 53.56 53.56 0 53.56
"2015-05-01" 53.56 53.56 53.56 53.56 0 53.56
"2015-05-04" 51.45 51.45 51.45 51.45 0 51.45
"2015-05-05" 51.76 51.76 51.76 51.76 0 51.76
"2015-05-06" 50.41 50.41 50.41 50.41 0 50.41
"2015-05-07" 49.04 49.04 49.04 49.04 0 49.04
"2015-05-08" 50.21 50.21 50.21 50.21 0 50.21
"2015-05-11" 51.21 51.21 51.21 51.21 0 51.21
"2015-05-12" 51.07 51.07 51.07 51.07 0 51.07
"2015-05-13" 50.55 50.55 50.55 50.55 0 50.55
"2015-05-14" 51.16 51.16 51.16 51.16 0 51.16
"2015-05-15" 51.58 51.58 51.58 51.58 0 51.58
"2015-05-18" 51.34 51.34 51.34 51.34 0 51.34
