"EUR.Open" "EUR.High" "EUR.Low" "EUR.Close" "EUR.Volume" "EUR.Adjusted"
"2015-03-25" 32.73 32.87 32 32.29 283400 31.61
"2015-03-26" 32.27 32.27 31.47 31.5 403000 30.83
"2015-03-27" 31.51 32.65 31.51 32.65 361500 31.96
"2015-03-30" 32.69 32.75 32.43 32.52 219600 31.83
"2015-03-31" 32.5 32.74 32.08 32.74 213400 32.05
"2015-04-01" 32.7 33.2 32.7 33.2 251100 32.5
"2015-04-02" 33.3 34.85 33.3 34.5 511500 33.77
"2015-04-03" 34.5 34.5 34.5 34.5 0 33.77
"2015-04-06" 34.5 34.5 34.5 34.5 0 33.77
"2015-04-07" 34.49 34.85 34.02 34.8 202300 34.06
"2015-04-08" 34.8 35.2 34.26 34.5 2567400 33.77
"2015-04-09" 34.5 35.02 34.41 34.95 295600 34.21
"2015-04-10" 34.99 36.35 34.99 36 1199200 35.24
"2015-04-13" 36.32 36.96 36.32 36.75 781700 35.97
"2015-04-14" 36.74 37.5 36.38 37.01 1319700 36.23
"2015-04-15" 36.8 37.15 36.16 36.5 289100 35.73
"2015-04-16" 36.5 37 36.45 36.92 475100 36.14
"2015-04-17" 36.81 37.25 36.22 37 1071000 36.22
"2015-04-20" 37 37.14 36.55 36.99 279600 36.21
"2015-04-21" 37.2 37.47 36.55 36.9 379700 36.12
"2015-04-22" 36.8 37.7 36.62 36.9 374300 36.12
"2015-04-23" 36.89 37.05 36.61 36.8 302800 36.02
"2015-04-24" 36.8 37.14 36.5 36.64 332200 35.87
"2015-04-27" 36.53 36.95 36.53 36.8 210000 36.02
"2015-04-28" 36.8 36.8 36.2 36.44 612700 35.67
"2015-04-29" 36.59 36.85 35.55 35.73 545300 34.98
"2015-04-30" 35.75 36.94 35.55 36.59 1562200 35.82
"2015-05-01" 36.59 36.59 36.59 36.59 0 35.82
"2015-05-04" 36.61 37.65 36.61 37.32 323000 36.53
"2015-05-05" 37.1 38 37.1 37.75 555600 36.95
"2015-05-06" 37.76 39.18 37.7 39 1012600 38.18
"2015-05-07" 39 39 37.63 37.95 701700 37.15
"2015-05-08" 38.01 38.5 37.57 38.24 232300 37.43
"2015-05-11" 38.33 38.65 37.97 38.64 303600 37.82
"2015-05-12" 38.35 38.4 36.9 37.15 479300 36.37
"2015-05-13" 36.4 36.69 35.7 35.8 893700 35.04
"2015-05-14" 35.8 37.04 35.71 36.43 398100 35.66
"2015-05-15" 36.85 37.4 36.52 37.4 281300 36.61
"2015-05-18" 37.04 38 36.98 37.3 197100 37.3
"2015-05-19" 37 37.35 36.75 37.11 200300 37.11
"2015-05-20" 37.11 37.36 36.63 37.13 177400 37.13
"2015-05-21" 36.96 37.14 36.57 37 72700 37
"2015-05-22" 36.87 37.26 36.75 37 303500 37
"2015-05-25" 37.1 37.36 36.6 36.6 52200 36.6
"2015-05-26" 36.91 36.91 35.61 36.5 141000 36.5
"2015-05-27" 36.5 36.8 36.18 36.5 498500 36.5
"2015-05-28" 36.14 36.87 36.04 36.75 313300 36.75
"2015-05-29" 36.5 37.49 36.5 37.25 490200 37.25
"2015-06-01" 37.03 37.5 36.59 37.3 130800 37.3
"2015-06-02" 37.45 37.45 37 37.12 501700 37.12
"2015-06-03" 37.39 38.49 37.12 38 513100 38
"2015-06-04" 38 38 38 38 0 38
"2015-06-05" 37.6 38.66 37.6 38.66 753400 38.66
"2015-06-08" 38.56 38.64 37.76 38.32 180600 38.32
"2015-06-09" 38.27 38.3 37.86 38 395100 38
"2015-06-10" 38.4 38.63 38 38.63 180800 38.63
"2015-06-11" 38.8 39.06 38.71 39 938700 39
"2015-06-12" 38.99 39.32 38.73 38.73 200900 38.73
"2015-06-15" 38.73 39.74 38.66 39.4 458900 39.4
"2015-06-16" 39.44 39.44 37.9 38.2 180300 38.2
"2015-06-17" 38.17 38.64 38.17 38.32 355100 38.32
"2015-06-18" 38.3 38.49 38.15 38.32 692900 38.32
"2015-06-19" 38.2 38.3 37.44 37.77 1130600 37.77
"2015-06-22" 37.91 38.4 37.75 38.32 495800 38.32
"2015-06-23" 38.32 38.9 37.95 38.18 183300 38.18
"2015-06-24" 38.55 38.59 37.49 38.4 282400 38.4
"2015-06-25" 38.4 38.43 37.47 37.79 235400 37.79
"2015-06-26" 37.5 37.57 36.71 37.01 206400 37.01
"2015-06-29" 36 36.98 35.32 36.61 259000 36.61
"2015-06-30" 36.18 37.36 36.18 37.35 603500 37.35
"2015-07-01" 37.43 38.29 36.63 37.78 226100 37.78
"2015-07-02" 37.79 38.14 37.58 38 126500 38
"2015-07-03" 38 38.24 37.33 37.83 97800 37.83
"2015-07-06" 37.37 38 37.19 37.52 110800 37.52
"2015-07-07" 37.72 38.1 37.25 37.45 245200 37.45
"2015-07-08" 37.44 37.88 36.02 37.04 301700 37.04
"2015-07-09" 37.03 37.5 37.03 37.37 117400 37.37
"2015-07-10" 37.3 37.6 36.87 37.44 163900 37.44
"2015-07-13" 37.69 37.93 37.11 37.8 103200 37.8
"2015-07-14" 37.8 38.83 37.3 38.45 465600 38.45
"2015-07-15" 38.2 38.84 37.8 38.48 155500 38.48
"2015-07-16" 38.51 39.5 38.51 39.17 326000 39.17
"2015-07-17" 39.4 39.7 39.06 39.55 298300 39.55
"2015-07-20" 39.06 39.8 38.69 39.28 338400 39.28
"2015-07-21" 39.05 40 38.78 39.8 148100 39.8
"2015-07-22" 40 41.45 39.81 41.26 1314300 41.26
"2015-07-23" 41.02 43.08 41.02 42.86 2004600 42.86
"2015-07-24" 42.7 43.3 41.88 42.1 693800 42.1
"2015-07-27" 41.76 42.1 41.07 41.71 894500 41.71
"2015-07-28" 41.64 42.2 40.54 41.06 750900 41.06
"2015-07-29" 41.07 41.4 39.62 39.99 455200 39.99
"2015-07-30" 40.5 41.94 40.5 41.58 1121600 41.58
"2015-07-31" 41.59 43.44 41.39 43.4 572600 43.4
"2015-08-03" 43.51 44.2 43.08 43.08 557000 43.08
"2015-08-04" 43.71 43.71 42.74 43 265900 43
"2015-08-05" 43.2 43.5 42.18 42.68 456500 42.68
"2015-08-06" 42.68 43 42.52 42.84 204600 42.84
"2015-08-07" 42.7 42.75 41.85 42.45 287900 42.45
"2015-08-10" 42.08 42.85 42.08 42.6 125200 42.6
"2015-08-11" 42.8 42.99 42.17 42.6 163000 42.6
"2015-08-12" 42.59 42.59 41.65 42.2 402200 42.2
"2015-08-13" 42.65 42.98 42.39 42.5 253100 42.5
"2015-08-14" 42.37 42.77 42.02 42.3 133800 42.3
