"EUR.Open" "EUR.High" "EUR.Low" "EUR.Close" "EUR.Volume" "EUR.Adjusted"
"2009-06-11" 10.4 10.4 10.4 10.4 0 9.56
"2009-06-12" 10.5 11 10.4 11 142600 10.11
"2009-06-15" 10.95 11 10.45 10.92 23600 10.04
"2009-06-16" 10.65 10.95 10.65 10.9 57700 10.02
"2009-06-17" 10.9 11.01 10.9 11 127700 10.11
"2009-06-18" 10.34 10.76 10.34 10.75 101800 9.88
"2009-06-19" 10.9 10.99 10.9 10.99 807500 10.11
"2009-06-22" 10.99 10.99 10.9 10.99 30900 10.11
"2009-06-23" 11 11 10.59 11 63800 10.11
"2009-06-24" 10.7 10.8 10.7 10.8 7400 9.93
"2009-06-25" 10.71 10.8 10.5 10.78 53800 9.91
"2009-06-26" 10.5 10.75 10.35 10.75 100100 9.88
"2009-06-29" 10.71 10.71 10.41 10.41 10500 9.57
"2009-06-30" 10.35 10.35 10.3 10.3 41600 9.47
"2009-07-01" 10.2 10.44 10.12 10.25 213100 9.42
"2009-07-02" 10.2 10.4 10.2 10.25 311600 9.42
"2009-07-03" 10.25 10.25 10.25 10.25 200 9.42
"2009-07-06" 10.12 10.4 10.12 10.4 27500 9.56
"2009-07-07" 10.44 10.44 10.12 10.12 51800 9.31
"2009-07-08" 10.11 10.4 10 10.4 159000 9.56
"2009-07-09" 10.25 10.4 10.25 10.4 61000 9.56
"2009-07-10" 10.4 10.4 10.4 10.4 0 9.56
"2009-07-13" 10.25 10.29 10.1 10.29 82900 9.46
"2009-07-14" 10.35 10.35 10.35 10.35 1000 9.52
"2009-07-15" 10.44 11.25 10.31 10.75 54700 9.88
"2009-07-16" 10.9 10.9 10.6 10.6 4500 9.75
"2009-07-17" 10.92 10.92 10.65 10.9 200 10.02
"2009-07-20" 10.65 10.9 10.65 10.87 14000 9.99
"2009-07-21" 10.87 10.87 10.6 10.6 5400 9.75
"2009-07-22" 10.6 10.7 10.26 10.6 39100 9.75
"2009-07-23" 10.6 10.6 10.35 10.6 16700 9.75
"2009-07-24" 10.4 10.9 10.4 10.9 41600 10.02
"2009-07-27" 10.7 11 10.41 10.41 51400 9.57
"2009-07-28" 10.51 10.81 10.51 10.8 95200 9.93
"2009-07-29" 10.95 11.9 10.95 11.5 122700 10.57
"2009-07-30" 11.5 13 11.5 13 63500 11.95
"2009-07-31" 12.5 12.5 12 12.3 12600 11.31
"2009-08-03" 11.84 13 11.84 13 8700 11.95
"2009-08-04" 12.75 12.99 12.55 12.9 228200 11.86
"2009-08-05" 12.02 12.8 12.02 12.6 119800 11.59
"2009-08-06" 12.99 12.99 12.5 12.51 556700 11.5
"2009-08-07" 12.1 12.95 12 12.95 64100 11.91
"2009-08-10" 12.95 13.2 12.85 12.9 285600 11.86
"2009-08-11" 13.4 13.8 13.06 13.2 37400 12.14
"2009-08-12" 13.2 13.2 12.95 13 43900 11.95
"2009-08-13" 13 13.55 13 13.48 64700 12.39
"2009-08-14" 13.45 13.45 13 13.45 28800 12.37
"2009-08-17" 13.45 13.5 13.2 13.5 30500 12.41
"2009-08-18" 13.5 13.5 13.25 13.25 22500 12.18
"2009-08-19" 13.48 13.6 13.1 13.55 122500 12.46
"2009-08-20" 13.79 14.74 13.79 14.5 173800 13.33
"2009-08-21" 14.5 14.5 14.2 14.49 164400 13.32
"2009-08-24" 14.5 14.5 13.91 13.91 21700 12.79
"2009-08-25" 14.1 14.1 13.67 13.67 39500 12.57
"2009-08-26" 13.6 13.67 13.2 13.5 76600 12.41
"2009-08-27" 13.5 13.66 13.5 13.5 240900 12.41
"2009-08-28" 13.5 14 13.5 13.52 1200 12.43
"2009-08-31" 14 14.49 13.52 14.49 14700 13.32
"2009-09-01" 14.02 14.06 13.36 13.86 12500 12.74
"2009-09-02" 13.86 13.86 13 13.4 46000 12.32
"2009-09-03" 13.21 14 13.21 13.5 33700 12.41
"2009-09-04" 13.88 14 13.25 13.25 15600 12.18
"2009-09-07" 13.36 13.49 13.19 13.2 82200 12.14
"2009-09-08" 13.5 13.5 13.22 13.5 317900 12.41
"2009-09-09" 13.5 13.5 13.34 13.5 51100 12.41
"2009-09-10" 13.35 13.5 13.35 13.5 39400 12.41
"2009-09-11" 13.52 14 13.35 13.35 53500 12.28
"2009-09-14" 12.8 13.98 12.8 13.98 364800 12.85
"2009-09-15" 14.06 14.2 14 14 435600 12.87
"2009-09-16" 13.8 14.1 13.8 14.08 28500 12.95
"2009-09-17" 14.1 14.1 14 14.1 87300 12.96
"2009-09-18" 14.09 14.09 14 14 8200 12.87
"2009-09-21" 14.1 14.15 13.78 14.1 126200 12.96
"2009-09-22" 14.22 14.25 14.01 14.19 118200 13.05
"2009-09-23" 14.2 14.49 14.2 14.49 23500 13.32
"2009-09-24" 14.49 14.5 14.48 14.48 12600 13.31
"2009-09-25" 14.48 14.48 14.15 14.45 22800 13.29
"2009-09-28" 14.48 14.48 14 14 41400 12.87
"2009-09-29" 14.4 14.47 14 14 56400 12.87
"2009-09-30" 14.3 14.3 14 14 159100 12.87
"2009-10-01" 14.2 14.2 14 14.15 44700 13.01
"2009-10-02" 14.25 14.28 14.15 14.28 800 13.13
"2009-10-05" 14.28 14.48 14 14.48 13000 13.31
"2009-10-06" 14.48 15.3 14.48 14.95 100100 13.75
"2009-10-07" 15.25 15.25 15 15 2100 13.79
"2009-10-08" 15 15.15 14.73 15 30700 13.79
"2009-10-09" 15.2 15.79 15.2 15.5 232600 14.25
"2009-10-12" 15.8 15.8 15.5 15.5 5100 14.25
"2009-10-13" 15.6 15.6 15 15.3 113700 14.07
"2009-10-14" 15.4 15.4 15.1 15.3 11200 14.07
"2009-10-15" 15.29 15.4 15.2 15.4 4000 14.16
"2009-10-16" 15.4 15.4 15 15 105600 13.79
"2009-10-19" 15.29 15.29 14.6 15 34300 13.79
"2009-10-20" 15.01 15.19 15 15.1 42700 13.88
"2009-10-21" 15.2 15.2 14.81 15 11500 13.79
"2009-10-22" 14.86 14.87 14.7 14.87 7600 13.67
"2009-10-23" 14.35 14.7 14.35 14.7 68700 13.52
"2009-10-26" 14.7 14.8 14.52 14.56 8000 13.39
"2009-10-27" 14.5 14.7 13.99 14 490900 12.87
"2009-10-28" 13.59 14.1 13.5 13.8 101200 12.69
"2009-10-29" 13.82 14.1 13.65 14.1 135600 12.96
"2009-10-30" 14.3 14.3 14.16 14.2 463600 13.06
"2009-11-02" 14.3 14.74 14 14.6 172400 13.42
"2009-11-03" 14.7 14.7 14.25 14.32 145200 13.17
"2009-11-04" 14.69 14.69 14.32 14.32 218800 13.17
"2009-11-05" 14.33 14.7 14.33 14.34 175900 13.19
"2009-11-06" 14.49 14.49 14.24 14.3 171100 13.15
"2009-11-09" 14.4 14.45 14.3 14.45 154800 13.29
"2009-11-10" 14.5 14.5 14.2 14.2 450800 13.06
"2009-11-11" 14.2 14.2 14.2 14.2 0 13.06
"2009-11-12" 14.45 14.59 14.3 14.57 932700 13.4
"2009-11-13" 14.59 14.7 14.5 14.5 269000 13.33
"2009-11-16" 14.55 14.7 14.55 14.61 97300 13.43
"2009-11-17" 14.7 14.7 14.48 14.5 200700 13.33
"2009-11-18" 14.6 14.6 14.21 14.3 71600 13.15
"2009-11-19" 14.48 14.48 14.2 14.4 190700 13.24
"2009-11-20" 14.3 14.35 14.3 14.35 34600 13.19
"2009-11-23" 14.5 14.6 14.3 14.45 5800 13.29
"2009-11-24" 14.59 14.69 14.31 14.69 91500 13.51
"2009-11-25" 14.6 14.6 14.5 14.6 167000 13.42
"2009-11-26" 14.58 14.58 14.5 14.58 281600 13.41
"2009-11-27" 14.5 14.57 14.31 14.56 127600 13.39
"2009-11-30" 14.22 14.85 14.22 14.85 57000 13.65
"2009-12-01" 14.8 14.8 14.68 14.7 60800 13.52
"2009-12-02" 14.85 14.85 14.7 14.79 32500 13.6
"2009-12-03" 14.89 15.1 14.8 15.03 277100 13.82
"2009-12-04" 15.09 15.09 14.85 15 28800 13.79
"2009-12-07" 15 15 14.97 14.98 92800 13.77
"2009-12-08" 15 15 14.93 14.98 61600 13.77
"2009-12-09" 14.98 15 14.97 14.98 108100 13.77
"2009-12-10" 14.99 14.99 14.86 14.99 5400 13.78
"2009-12-11" 15 15.39 14.98 15.25 180900 14.02
"2009-12-14" 15.25 15.26 15.2 15.26 131900 14.03
"2009-12-15" 15.25 15.45 15.05 15.45 49000 14.21
"2009-12-16" 15.47 15.55 15.35 15.55 188700 14.3
"2009-12-17" 15.15 15.68 15.15 15.68 89700 14.42
"2009-12-18" 15.35 16.15 15.35 16.15 37200 14.85
"2009-12-21" 16.45 16.45 16 16.3 169400 14.99
"2009-12-22" 16.42 16.45 16.35 16.4 235000 15.08
"2009-12-23" 16.45 16.45 16.26 16.3 76800 14.99
"2009-12-24" 16.3 16.3 16.3 16.3 0 14.99
"2009-12-25" 16.3 16.3 16.3 16.3 0 14.99
"2009-12-28" 16.4 16.4 15.48 15.48 12500 14.23
"2009-12-29" 15.45 15.45 15 15.25 119600 14.02
"2009-12-30" 15.4 15.5 15.35 15.5 123400 14.25
"2009-12-31" 15.55 15.6 15.45 15.6 275400 14.34
"2010-01-01" 15.6 15.6 15.6 15.6 0 14.34
"2010-01-04" 15.61 15.79 15.61 15.79 10300 14.52
"2010-01-05" 15.8 16.16 15.8 16.12 130000 14.82
"2010-01-06" 16.17 16.3 16.1 16.3 174800 14.99
"2010-01-07" 16.1 16.1 15.51 16.05 7700 14.76
"2010-01-08" 16.05 16.7 15.9 16.7 17700 15.36
"2010-01-11" 16.8 16.8 16.6 16.7 106800 15.36
"2010-01-12" 16.7 16.72 16.6 16.72 7200 15.37
"2010-01-13" 16.51 16.6 16.51 16.6 200 15.26
"2010-01-14" 16.7 17.03 16.7 17.01 91100 15.64
"2010-01-15" 17.03 17.39 17.02 17.39 93200 15.99
"2010-01-18" 17.39 17.9 17.39 17.89 95500 16.45
"2010-01-19" 17.87 17.9 17.51 17.7 49100 16.27
"2010-01-20" 17.88 17.88 17.5 17.74 27200 16.31
"2010-01-21" 17.6 17.75 17.55 17.69 39200 16.27
"2010-01-22" 17.5 17.65 17.33 17.5 109600 16.09
"2010-01-25" 17.29 17.45 17.05 17.37 43900 15.97
"2010-01-26" 17.12 17.7 16.85 17.59 227400 16.17
"2010-01-27" 17.6 17.68 17.52 17.6 55800 16.18
"2010-01-28" 17.4 17.45 17.04 17.38 130600 15.98
"2010-01-29" 17.37 17.37 17.2 17.23 181500 15.84
"2010-02-01" 17.45 17.45 16.5 16.77 11900 15.42
"2010-02-02" 16.77 17 16.77 16.9 6500 15.54
"2010-02-03" 16.7 16.9 16.02 16.9 51600 15.54
"2010-02-04" 17 17 16.45 16.77 274000 15.42
"2010-02-05" 16.72 16.72 16.27 16.7 54500 15.36
"2010-02-08" 16.69 16.86 16.69 16.75 276500 15.4
"2010-02-09" 16.82 16.85 16.6 16.6 104500 15.26
"2010-02-10" 16.43 16.75 16.15 16.15 58300 14.85
"2010-02-11" 16.15 16.2 15.7 16 69300 14.71
"2010-02-12" 16 16.2 15.68 16.2 128000 14.9
"2010-02-15" 16.2 17.17 15.7 16.8 17300 15.45
"2010-02-16" 17.17 17.23 16.96 16.96 28500 15.59
"2010-02-17" 17.3 17.3 16.89 16.9 98200 15.54
"2010-02-18" 17.2 17.2 16.5 16.5 31100 15.17
"2010-02-19" 16.6 16.6 16.5 16.6 62800 15.26
"2010-02-22" 16.6 16.8 16.55 16.55 41300 15.22
"2010-02-23" 16.66 16.66 16.5 16.55 22300 15.22
"2010-02-24" 16.25 16.7 16.25 16.35 45700 15.03
"2010-02-25" 16.4 16.4 16.1 16.1 42300 14.8
"2010-02-26" 16.5 16.55 16.25 16.55 97500 15.22
"2010-03-01" 16.95 17.15 16.2 17 176700 15.63
"2010-03-02" 17.15 17.15 17 17.06 39000 15.69
"2010-03-03" 17.15 17.5 17.1 17.4 7800 16
"2010-03-04" 17.4 17.4 16.9 16.9 89400 15.54
"2010-03-05" 17.19 17.4 16.52 17.4 32900 16
"2010-03-08" 17.25 17.69 17.15 17.6 19300 16.18
"2010-03-09" 17.6 17.65 17.54 17.6 50300 16.18
"2010-03-10" 17.6 18 17.5 17.95 35700 16.5
"2010-03-11" 18 18.65 17.95 18.2 45400 16.73
"2010-03-12" 18.2 18.49 18.15 18.44 49100 16.96
"2010-03-15" 18.4 18.4 18.12 18.22 18800 16.75
"2010-03-16" 17.02 18.35 17.02 18.3 34500 16.83
"2010-03-17" 18.3 18.7 18.3 18.69 6500 17.19
"2010-03-18" 18.69 18.95 18.69 18.8 175600 17.29
"2010-03-19" 18.75 18.9 18.7 18.76 113700 17.25
"2010-03-22" 18.75 19 18.65 19 118300 17.47
"2010-03-23" 19.2 19.76 19 19.6 24200 18.02
"2010-03-24" 19.7 19.7 19.01 19.45 34800 17.88
"2010-03-25" 19.45 19.5 19.19 19.4 9800 17.84
"2010-03-26" 19.35 19.4 18.61 19.4 43300 17.84
"2010-03-29" 19.5 19.8 19.3 19.4 33700 17.84
"2010-03-30" 19.6 20 19.2 19.2 29900 17.65
"2010-03-31" 19.15 19.65 19 19 52200 17.47
"2010-04-01" 19 19.1 18.6 18.6 34300 17.1
"2010-04-06" 18.59 19.29 18.5 19.29 142000 17.74
"2010-04-07" 19 19.48 19 19.05 42500 17.52
"2010-04-08" 18.98 19.3 18.8 18.8 24400 17.29
"2010-04-09" 19.31 21.55 19.31 21.1 388600 19.4
"2010-04-12" 21.3 21.8 20.51 21.5 183500 19.77
"2010-04-13" 21.5 21.5 21.01 21.24 17800 19.53
"2010-04-14" 21.79 21.79 21.02 21.1 12400 19.4
"2010-04-15" 21 21.33 20.26 21.1 38600 19.4
"2010-04-16" 21.4 21.4 21 21.09 19800 19.39
"2010-04-19" 21.05 21.05 20.71 21 32800 19.31
"2010-04-20" 20.7 21.05 20.7 21 37600 19.31
"2010-04-21" 21 21.4 21 21.4 38000 19.68
"2010-04-22" 21.39 21.4 20.8 21.4 35400 19.68
"2010-04-23" 21 21.35 20.85 21.06 94700 19.36
"2010-04-26" 21.35 21.5 21.1 21.5 28700 19.77
"2010-04-27" 21.5 21.5 21.26 21.4 6700 19.68
"2010-04-28" 21.09 21.2 20.71 21.01 42100 19.32
"2010-04-29" 20.9 21.5 20.9 21.5 24300 19.77
"2010-04-30" 21.92 21.94 21.5 21.76 45600 20.01
"2010-05-04" 22 22.03 21.5 21.51 28600 19.78
"2010-05-05" 20.6 20.97 20.59 20.61 156900 18.95
"2010-05-06" 20.2 20.98 19.47 20.2 33100 18.57
"2010-05-07" 20 20 19 19.5 97700 17.93
"2010-05-10" 19.35 20.8 19.35 20.8 71100 19.13
"2010-05-11" 20.8 21.39 20.8 21.39 88900 19.67
"2010-05-12" 21.39 22.1 21.12 21.6 55300 19.86
"2010-05-13" 21.99 22 21.66 21.67 19100 19.93
"2010-05-14" 21.85 22.1 21.78 21.78 433700 20.03
"2010-05-17" 21.95 22.2 21.8 22.16 43400 20.38
"2010-05-18" 22.18 22.2 22 22.15 51100 20.37
"2010-05-19" 22.1 22.1 21.01 21.3 15100 19.59
"2010-05-20" 21.29 21.29 20.41 20.51 59200 18.86
"2010-05-21" 20.01 20.88 19.12 20.05 14600 18.44
"2010-05-24" 21 21.29 20.2 20.3 15800 18.67
"2010-05-25" 20.2 21 20.2 20.4 57400 18.76
"2010-05-26" 20.4 21 20.4 20.8 43400 19.13
"2010-05-27" 20.9 21 20.8 20.8 46200 19.13
"2010-05-28" 21 21 19.6 20 188600 18.39
"2010-05-31" 20.44 20.49 20.03 20.25 9100 18.62
"2010-06-01" 20.54 20.6 20.02 20.5 47600 18.85
"2010-06-02" 20.5 20.5 19.9 20 56700 18.39
"2010-06-04" 20.1 20.15 18.86 19.95 79700 18.34
"2010-06-07" 19.07 19.95 19.07 19.7 146500 18.11
"2010-06-08" 19.7 19.97 19.5 19.97 38200 18.36
"2010-06-09" 19.9 20.43 19.9 20.2 80200 18.57
"2010-06-10" 20.2 20.25 20 20.2 38700 18.57
"2010-06-11" 20.01 20.29 20 20 14300 18.67
"2010-06-14" 20.2 20.21 20 20 13100 18.67
"2010-06-15" 20 21 19.62 21 15400 19.6
"2010-06-16" 20.5 20.6 20.36 20.57 18700 19.2
"2010-06-17" 20.03 20.9 20.03 20.9 41300 19.51
"2010-06-18" 20.85 22 20.61 22 67100 20.53
"2010-06-21" 21.85 21.9 21.5 21.9 25600 20.44
"2010-06-22" 21.9 21.99 21.7 21.9 116500 20.44
"2010-06-23" 21.9 22.1 21.9 22.05 78000 20.58
"2010-06-24" 22.05 22.05 21.11 22.05 25900 20.58
"2010-06-25" 22.05 22.5 20.5 22.5 67300 21
"2010-06-28" 22.5 22.5 22.25 22.45 97900 20.95
"2010-06-29" 22.4 22.43 21.24 22 14800 20.53
"2010-06-30" 21.98 22.05 21.55 21.68 12400 20.23
"2010-07-01" 21.59 21.59 21.05 21.2 10200 19.79
"2010-07-02" 21.2 21.3 20.7 21.3 74200 19.88
"2010-07-05" 21.3 21.5 21.3 21.42 3500 19.99
"2010-07-06" 21.5 22.01 21.5 21.9 14900 20.44
"2010-07-07" 22 22 21.9 22 25100 20.53
"2010-07-08" 22 22.89 22 22.89 127000 21.36
"2010-07-09" 22.63 22.79 22.5 22.69 41800 21.18
"2010-07-12" 22.69 22.89 22.21 22.8 30900 21.28
"2010-07-13" 22.8 22.9 22.4 22.4 6800 20.91
"2010-07-14" 22.8 22.8 22.46 22.6 139600 21.09
"2010-07-15" 22.6 22.79 22.5 22.7 23400 21.19
"2010-07-16" 22.6 22.7 22.4 22.45 5800 20.95
"2010-07-19" 22 22.6 22 22.57 77400 21.07
"2010-07-20" 22.57 22.62 22.27 22.6 332200 21.09
"2010-07-21" 22.7 22.99 22.7 22.98 79900 21.45
"2010-07-22" 22.98 23.9 22.95 23.9 150800 22.31
"2010-07-23" 23.8 23.8 23.15 23.35 872500 21.79
"2010-07-26" 23.4 23.65 23 23.65 325500 22.07
"2010-07-27" 23.65 23.65 23.2 23.3 28100 21.75
"2010-07-28" 23.26 23.26 22.55 22.65 174500 21.14
"2010-07-29" 22.8 23.4 22.8 23.4 12600 21.84
"2010-07-30" 23.39 23.5 22.89 22.9 165400 21.37
"2010-08-02" 23.38 23.38 23 23.15 245900 21.61
"2010-08-03" 23.42 23.42 22.9 23.15 73500 21.61
"2010-08-04" 23.14 23.39 22.7 23.39 203000 21.83
"2010-08-05" 23.38 23.38 23.03 23.2 2400 21.65
"2010-08-06" 23 23.49 22.99 23.2 125800 21.65
"2010-08-09" 22.82 23.4 22.82 22.94 515600 21.41
"2010-08-10" 23 23.4 22.06 22.52 35000 21.02
"2010-08-11" 22.6 22.6 22.25 22.5 10600 21
"2010-08-12" 22.28 22.65 22.05 22.65 67300 21.14
"2010-08-13" 22.65 22.85 22.1 22.3 22700 20.81
"2010-08-16" 22.28 22.55 22.08 22.55 23500 21.05
"2010-08-17" 22.55 22.55 22.15 22.15 6500 20.67
"2010-08-18" 22.2 22.2 22.09 22.2 9000 20.72
"2010-08-19" 22.2 22.5 22.1 22.1 36800 20.63
"2010-08-20" 22.2 22.2 22.06 22.2 44200 20.72
"2010-08-23" 22.11 22.2 22.1 22.1 140200 20.63
"2010-08-24" 22.11 22.4 22.1 22.31 146100 20.82
"2010-08-25" 22.1 22.3 22.1 22.2 98300 20.72
"2010-08-26" 22.2 22.35 22.1 22.35 13100 20.86
"2010-08-27" 22.2 22.4 22 22.19 17000 20.71
"2010-08-30" 22.19 22.35 22.19 22.35 1300 20.86
"2010-08-31" 22.47 22.49 22.15 22.49 59100 20.99
"2010-09-01" 22.49 22.55 22.3 22.3 18400 20.81
"2010-09-02" 22.3 22.6 22.2 22.6 27000 21.09
"2010-09-03" 22.8 22.8 22.3 22.32 19800 20.83
"2010-09-06" 22.3 22.32 22.1 22.29 53700 20.8
"2010-09-07" 22.08 22.1 21.72 21.99 96500 20.52
"2010-09-08" 21.72 22 21.38 22 15700 20.53
"2010-09-09" 21.9 22 21.53 21.8 43100 20.35
"2010-09-10" 21.95 22.25 21.9 22.24 103500 20.76
"2010-09-13" 22.3 22.5 22.3 22.49 7500 20.99
"2010-09-14" 23 23.3 22.88 23.02 60500 21.49
"2010-09-15" 23.34 23.81 23.33 23.52 107400 21.95
"2010-09-16" 23.7 23.89 22.52 23.25 23600 21.7
"2010-09-17" 23.7 23.7 23.21 23.69 28400 22.11
"2010-09-20" 23.7 23.9 23.6 23.6 137500 22.03
"2010-09-21" 23.9 25.48 23.7 25 139800 23.33
"2010-09-22" 25.1 25.4 24.21 24.75 29900 23.1
"2010-09-23" 24.43 24.75 23.66 24.75 31200 23.1
"2010-09-24" 24.69 24.99 23.8 24.99 171600 23.32
"2010-09-27" 24.82 24.85 24.01 24.8 63600 23.15
"2010-09-28" 24.5 25.2 24.5 25.2 96700 23.52
"2010-09-29" 25.2 25.79 25 25.79 75800 24.07
"2010-09-30" 25.9 27.19 25.9 26.35 517900 24.59
"2010-10-01" 26.35 27 26.3 26.65 160000 24.87
"2010-10-04" 26.69 26.69 25.9 26.38 189400 24.62
"2010-10-05" 26.35 26.6 26.35 26.53 94800 24.76
"2010-10-06" 26.67 26.67 25.9 25.9 15300 24.17
"2010-10-07" 25.95 25.95 24.8 24.85 240400 23.19
"2010-10-08" 24.33 25.7 24.02 24.02 54100 22.42
"2010-10-11" 24.1 24.95 24.02 24.95 39800 23.29
"2010-10-12" 25 25.1 24.8 24.8 205500 23.15
"2010-10-13" 24.95 25.65 24.75 25.5 55900 23.8
"2010-10-14" 25.6 25.8 25 25.47 31500 23.77
"2010-10-15" 25.46 25.46 25 25.23 5600 23.55
"2010-10-18" 25.15 25.22 24.03 24.25 24900 22.63
"2010-10-19" 24.38 24.38 23 23.47 26200 21.91
"2010-10-20" 23.1 23.6 22.9 23.3 69000 21.75
"2010-10-21" 23.85 23.85 23.3 23.5 681900 21.93
"2010-10-22" 23.85 23.85 23.55 23.55 12500 21.98
"2010-10-25" 23.6 24.65 23.6 24.5 5100 22.87
"2010-10-26" 24.6 25.22 24.6 25.2 260700 23.52
"2010-10-27" 25.22 25.7 25.22 25.69 448100 23.98
"2010-10-28" 25.8 26.3 25.7 26.01 136000 24.28
"2010-10-29" 26 26.3 25.83 26.2 179400 24.45
"2010-11-02" 26.5 27.19 26.2 26.69 150500 24.91
"2010-11-03" 26.99 26.99 26.74 26.79 685600 25
"2010-11-04" 27 27 26.5 26.7 355400 24.92
"2010-11-05" 26.7 26.8 26.5 26.79 41400 25
"2010-11-08" 26.5 26.7 26.49 26.6 579600 24.83
"2010-11-09" 26.6 26.6 26.35 26.5 27100 24.73
"2010-11-10" 26.5 26.98 26.5 26.6 116400 24.83
"2010-11-12" 26.14 26.6 25.5 25.5 32200 23.8
"2010-11-15" 26 26.03 25.5 25.8 32200 24.08
"2010-11-16" 25.8 26.5 25.5 26.5 44300 24.73
"2010-11-17" 26.4 26.58 25.93 26.5 281200 24.73
"2010-11-18" 26.5 26.7 26.5 26.55 125900 24.78
"2010-11-19" 26.5 26.5 26.3 26.3 127700 24.55
"2010-11-22" 26.6 26.81 26.32 26.8 768900 25.01
"2010-11-23" 26.8 26.8 26.4 26.49 14600 24.72
"2010-11-24" 26.42 26.7 26.35 26.7 9600 24.92
"2010-11-25" 26.5 26.5 25.54 25.61 45900 23.9
"2010-11-26" 26.46 26.49 25.51 25.6 84500 23.89
"2010-11-29" 26.5 26.5 25.55 26 68100 24.27
"2010-11-30" 26 27 26 26 152100 24.27
"2010-12-01" 26.5 27 26.5 26.98 79200 25.18
"2010-12-02" 26.98 28 26.98 27.9 243200 26.04
"2010-12-03" 28.27 28.5 28 28.5 118300 26.6
"2010-12-06" 29 29.2 27.55 28.94 19800 27.01
"2010-12-07" 28.9 28.94 28.06 28.2 118000 26.32
"2010-12-08" 28.1 28.19 28 28.19 57600 26.31
"2010-12-09" 28.2 29.45 28.2 28.5 105300 26.6
"2010-12-10" 28.75 28.89 27.69 27.69 26000 25.84
"2010-12-13" 28.4 28.84 27.16 28 117000 26.13
"2010-12-14" 28.6 28.87 27.61 28.02 304300 26.15
"2010-12-15" 28.48 28.48 27.8 28 474600 26.13
"2010-12-16" 28.2 28.2 27.51 27.89 41300 26.03
"2010-12-17" 27.88 27.99 27.62 27.7 51800 25.85
"2010-12-20" 28 28 26.5 26.5 33800 24.73
"2010-12-21" 26.65 27.6 26.65 27.12 27800 25.31
"2010-12-22" 27 27.11 26.75 27 118200 25.2
"2010-12-23" 27.3 27.3 26.8 27 137700 25.2
"2010-12-27" 27.3 27.3 26.5 26.7 86300 24.92
"2010-12-28" 26.95 27.05 26.5 26.62 140900 24.85
"2010-12-29" 26.9 27.38 26.5 26.7 162100 24.92
"2010-12-30" 26.7 26.87 26.5 26.5 428800 24.73
"2010-12-31" 26.2 26.3 25.53 26.01 320100 24.28
"2011-01-03" 26.05 27.38 26.05 27.28 68600 25.46
"2011-01-04" 28.79 28.9 28.5 28.65 633400 26.74
"2011-01-05" 29 29.3 28 29.3 914800 27.35
"2011-01-07" 29.3 29.84 28.75 29.7 159700 27.72
"2011-01-10" 29.9 29.9 28.68 29.79 36200 27.8
"2011-01-11" 29.03 31.8 29.03 30.43 133200 28.4
"2011-01-12" 30.55 31.39 30.5 30.9 40800 28.84
"2011-01-13" 31.5 34.4 31 33.3 568800 31.08
"2011-01-14" 33.5 34.9 33.5 34.4 632900 32.11
"2011-01-17" 35 35 33.06 33.7 364900 31.45
"2011-01-18" 33.7 33.7 32.4 33.5 374200 31.27
"2011-01-19" 33.49 33.69 32.07 33 410400 30.8
"2011-01-20" 32.8 33 32.3 32.89 241600 30.7
"2011-01-21" 32.89 33 32.7 33 110900 30.8
"2011-01-24" 33 33 32.25 32.8 1131400 30.61
"2011-01-25" 32.95 33.49 32.5 33.37 468300 31.15
"2011-01-26" 33.3 33.5 33.01 33.25 152200 31.03
"2011-01-27" 33.25 33.69 33.01 33.19 1033900 30.98
"2011-01-28" 33.15 33.15 31.5 32.2 225200 30.05
"2011-01-31" 31 32 30.03 31.75 98200 29.63
"2011-02-01" 31.8 31.8 31.46 31.49 183600 29.39
"2011-02-02" 31.45 31.45 30.5 30.5 166500 28.47
"2011-02-03" 30.6 30.9 30.25 30.55 193500 28.51
"2011-02-04" 30.55 31 28.95 29.62 51600 27.65
"2011-02-07" 29.7 30.9 29.62 30.55 180800 28.51
"2011-02-08" 31 32.3 30.95 31 364000 28.93
"2011-02-09" 31 31 30.51 30.65 46300 28.61
"2011-02-10" 30.98 30.98 29.6 30.1 28700 28.09
"2011-02-11" 30.5 30.66 29.8 29.9 165300 27.91
"2011-02-14" 30.5 30.9 29.91 30.25 27000 28.23
"2011-02-15" 30.49 30.49 29.71 30 14700 28
"2011-02-16" 30 30.3 29.65 30.3 527500 28.28
"2011-02-17" 30 30 28.75 29.4 127300 27.44
"2011-02-18" 29 29.5 28.6 29.5 161900 27.53
"2011-02-21" 30.9 31 30.3 30.3 59300 28.28
"2011-02-22" 30.4 30.66 29.5 30.15 72200 28.14
"2011-02-23" 30.1 30.65 29.5 29.89 91800 27.9
"2011-02-24" 29.9 30.16 29.55 29.6 40200 27.63
"2011-02-25" 29.99 30.5 29.95 30.2 299900 28.19
"2011-02-28" 30.4 31.48 30.25 31.4 94100 29.31
"2011-03-01" 31.5 31.75 30.81 31.06 61900 28.99
"2011-03-02" 31.25 31.25 30.6 30.6 47300 28.56
"2011-03-03" 30.6 30.6 30 30.3 215800 28.28
"2011-03-04" 30.75 30.75 30.4 30.5 6300 28.47
"2011-03-07" 30.5 30.5 29.8 30 149800 28
"2011-03-08" 30 30.01 29.9 30 157700 28
"2011-03-09" 30 30 29.84 30 70200 28
"2011-03-10" 30 30 29.55 29.8 13200 27.81
